"Titularidad","Nombre","Dirección","CP","Municipio","Teléfono","Plazas","URL","Latitud","Longitud","Actualizado","Provincia"
"Pública local","Residencia Virgen de Astón","Calle Joaquín Costa s/n","22282","Alcalá de Gurrea",NA,16,NA,42.064937,-0.683223,"17-05-20 00:14:44","Huesca"
"Privada","Residencia de 3ª edad Felipe Coscolla","Calle Felipe Coscolla 2 - entlo. 570","22004","Huesca","974 22 60 93",13,"www.residenciafelipecoscolla.es",42.138079,-0.415713,"19-05-20 00:14:44","Huesca"
"Pública local","Residencia comarcal de personas mayores","Calle Mariano de Pano s/n","22500","Binéfar","974 43 12 05",82,"www.lalitera.org/portal_localweb/p_20_contenedor1.jsp?seccion=s_fdes_d4_v2.jsp&codbusqueda=237&language=es&codResi=1&codMenuPN=2&codMenuSN=97&codMenu=243&level=1",41.841175,0.302624,"11-04-20 00:14:44","Huesca"
"Privada","Residencia Monegros","Ronda de Aragón s/n","22260","Grañén","974 39 00 33",97,"www.residenciamonegros.com",41.939453,-0.365298,"21-03-20 00:14:44","Huesca"
"Privada","Residencia Somontano","Camino Real de Zaragoza s/n","22300","Barbastro","974 30 85 62",35,"www.residenciasomontano.com",42.035,0.114647,"10-07-20 00:14:44","Huesca"
"Pública autonómica","Residencia de personas mayores Ciudad de Huesca","Carretera de Grañén s/n","22196","Huesca","974 23 84 51",128,"www.aragon.es/estaticos/GobiernoAragon/Organismos/InstitutoAragonesServiciosSociales/IASS_new/Documentos/IASS/FICHAS-centros/Ficha-huesca-res-ciudad-hu.pdf",42.121427,-0.410386,"14-07-20 00:14:44","Huesca"
"Pública local","Residencia municipal de 3ª edad","Calle Luis Buñuel 17","22200","Sariñena","974 57 10 20",61,NA,41.789273,-0.155624,"3-04-20 00:14:44","Huesca"
"Privada","Tamarite Residencial, S. L.","Carretera de Tamarite a Altorricón Km. 1.4","22550","Tamarite de Litera","974 42 05 05",51,NA,41.859875,0.425039,"22-05-20 00:14:44","Huesca"
"Privada","Vitalia Huesca","Calle La Alberca s/n","22194","Chimillas","974 21 88 38",123,"www.vitaliahome.es/project/huesca/",42.169482,-0.447476,"3-04-20 00:14:44","Huesca"
"Privada sin fin de lucro","Residencia de 3ª edad Nuestra Señora de Casbas","Calle Ramona Cinto 16","22800","Ayerbe","974 38 06 37",54,NA,42.277087,-0.687804,"8-05-20 00:14:44","Huesca"
"Privada","Residencia Parque San Julián","Calle San Julián 17","22260","Grañén","974 39 07 60",56,NA,41.942601,-0.368368,"4-04-20 00:14:44","Huesca"
"Privada","Residencia Nuestra Señora de la Merced","Calle Desengaño 112","22002","Huesca","974 22 11 32",68,NA,42.143548,-0.409506,"10-07-20 00:14:44","Huesca"
"Privada","Residencia del Cinca","Calle Lleida 3","22520","Fraga","974 47 05 61",38,"www.residenciadelcinca.com",41.525765,0.347072,"5-12-20 00:14:44","Huesca"
"Pública local","Residencia de 3ª edad IMSARTE","Avenida Marquesa de Comillas 19","22580","Benabarre","974 54 33 35",63,NA,42.108868,0.482764,"4-04-20 00:14:44","Huesca"
"Privada","Residencia Virgen de Fátima","Camino del Antiguo Manicomio s/n","22191","Quicena","974 22 45 80",20,NA,42.145452,-0.374335,"3-05-20 00:14:44","Huesca"
"Pública local","Fundación municipal Centro de Tercera Edad","Plaza de la Constitución 2","22466","Castejón de Sos","974 55 30 92 / 974 55 33 53",30,NA,42.512476,0.484877,"25-07-20 00:14:44","Huesca"
"Pública local","Residencia de 3ª edad La Conchada","Camino de la Conchada s/n","22630","Biescas","974 48 54 79",52,"www.biescas.es/tierra-de-biescas/residencia-3o-edad-la-conchada.html",42.627796,-0.321618,"5-04-20 00:14:44","Huesca"
"Privada","Residencia Sagrado Corazón de Jesús","Calle Pío Baroja 2","22520","Fraga","974 47 00 99",78,NA,41.523818,0.338045,"4-04-20 00:14:44","Huesca"
"Pública local","Residencia Alto Gállego","Calle San Juan de la Peña 18","22600","Sabiñánigo","974 48 37 77",96,"www.vitaliahome.es/project/sabinanigo/",42.523167,-0.373097,"10-04-20 00:14:44","Huesca"
"Privada","Residencia Raessa","Calle Ramón y Cajal 29 - 1º","22001","Huesca","974 23 11 41 / 615 07 37 94",21,NA,42.139657,-0.40161,"7-05-20 00:14:44","Huesca"
"Privada","Residencia Santo Domingo","Carretera Zaragoza 18","22270","Almudévar","974 25 02 98",33,"www.residenciasantodomingoalmudevar.es",42.038251,-0.576638,"3-05-20 00:14:44","Huesca"
"Privada","Residencia Cavia","Calle Mariano Cavia 8 - portal 8 - 1º","22005","Huesca","974 24 43 59",16,NA,42.134596,-0.409272,"19-11-20 00:14:44","Huesca"
"Privada","Parque Botánico Virgen de Loreto","Calle Tenerías 11 - bajos","22001","Huesca","974 22 30 16",34,NA,42.140279,-0.403972,"1-08-20 00:14:44","Huesca"
"Pública local","Residencia de mayores Valle del Ésera","Camino de la Paúl s/n","22450","Campo","974 55 05 20",61,"www.residenciadecampo.es",42.412809,0.404592,"6-07-20 00:14:44","Huesca"
"Pública local","Residencia municipal","Calle Francisco de Goya 3","22540","Altorricón","974 42 56 53 / 690 70 02 57",16,NA,41.802714,0.4137,"5-04-20 00:14:44","Huesca"
"Privada sin fin de lucro","Residencia de 3ª edad Hogar Santa Orosia","Avenida Nuestra Señora de la Victoria s/n","22700","Jaca","974 36 03 95 / 974 35 59 63",150,NA,42.5648,-0.563616,"3-12-20 00:14:44","Huesca"
"Privada sin fin de lucro","Vivienda tutelada de mayores Alcort","Calle La Iglesia 12 - 2º","22500","Binéfar","974 43 15 92",9,NA,41.85284,0.293641,"8-04-20 00:14:44","Huesca"
"Privada sin fin de lucro","Residencia Saturnino López Novoa","Calle Teruel 1","22005","Huesca","974 24 46 20",173,NA,42.131574,-0.409097,"3-12-20 00:14:44","Huesca"
"Privada","Residencia de 3ª edad Parque","Calle del Parque 22","22002","Huesca","974 22 95 41",14,NA,42.137725,-0.411383,"4-04-20 00:14:44","Huesca"
"Pública local","Residencia de Mayores Reina Sofía","Calle Santa Ana 18","23730","Villanueva de la Reina","953 53 75 24",53,NA,38.003769,-3.920081,"6-07-20 00:14:44","Jaén"
"Privada sin fin de lucro","Residencia de mayores Nuestra Señora de los Desamparados","Calle Rita Nicolau 1","23600","Martos","953 55 14 39",66,NA,37.725278,-3.972393,"8-04-20 00:14:44","Jaén"
"Pública local","Residencia municipal de 3ª edad","Calle Rafael Alberti s/n","23430","Rus","953 77 07 38",15,"www.residenciarus.es",38.045498,-3.46113,"12-07-20 00:14:44","Jaén"
"Pública local","Residencia Pozo de la Nieve","Carretera Torres de Albenchez s/n","23392","Génave","953 49 30 53",26,NA,38.430312,-2.730655,"29-05-20 00:14:44","Jaén"
"Pública local","Residencia para personas mayores Nuestra Señora de las Mercedes","Calle Doctor Sanz Torres 10","23680","Alcalá la Real","953 58 70 90 / 953 58 23 54",55,NA,37.457724,-3.917652,"16-04-20 00:14:44","Jaén"
"Privada","Centro Cristiano Evangélico La Granja","Carretera de Arrayanes Km. 2","23700","Linares","953 69 06 15",28,"hlagranja.weebly.com",38.1124,-3.63497,"3-04-20 00:14:44","Jaén"
"Privada","Residencia para mayores Sierra de Cazorla","Avenida Guadalquivir 8","23470","Cazorla","953 72 00 25",83,"www.residenciasierracazorla.com",37.920858,-2.994143,"7-05-20 00:14:44","Jaén"
"Privada","Centro Residencial La Inmaculada","Calle Real 15","23140","Noalejo","953 24 24 74",40,"www.residencialainmaculada.com",37.529815,-3.654925,"21-08-20 00:14:44","Jaén"
"Privada sin fin de lucro","Residencia de La Misericordia","Calle Calzada de la Virgen 52","23320","Torreperogil","953 77 60 54",80,NA,38.034495,-3.2876,"11-02-20 00:14:44","Jaén"
"Privada","Residencia de personas mayores Ciudad de Úbeda","Calle Jurado Gómez 8","23400","Úbeda","953 75 18 82 / 953 75 84 92",20,"www.residenciademayoresciudaddeubeda.com/",38.008477,-3.371667,"18-08-20 00:14:44","Jaén"
"Privada","Residencia geriátrica Montesol","Carretera de Villar de Cuevas Km. 2 - Apdo. de Correos: 442","23009","Jaén","619 04 76 03 / 953 25 00 01",49,"www.residenciamontesol.galeon.com",37.7925,-3.79941,"23-04-20 00:14:44","Jaén"
"Privada sin fin de lucro","Fundación Nuestra Señora de los Dolores","Calle Doctor Vigueras 77","23380","Siles","953 49 01 28 / 625 33 91 03",67,"www.residenciasiles.org",38.390408,-2.58212,"10-04-20 00:14:44","Jaén"
"Privada","Residencia de ancianos Virgen de la Capilla","Plaza de la Entrada s/n - Urb. Entre Caminos","23170","Guardia de Jaén (La)","953 00 20 60",102,"www.residenciavcapilla.es",37.762978,-3.737157,"3-04-20 00:14:44","Jaén"
"Privada","Residencia Edades de Los Villares","Calle Carolina s/n","23160","Villares (Los)","953 32 09 27",96,"residenciaedades.es",37.68307,-3.822456,"3-04-20 00:14:44","Jaén"
"Privada sin fin de lucro","Residencia de mayores Sebastián Estepa Llaurens","Calle Manuel Caballero Venzalá 11","23009","Jaén","953 29 56 50",49,"www.foam.es",37.780173,-3.785878,"15-04-20 00:14:44","Jaén"
"Pública local","Centro Residencial Torrebermeja","Calle Plaza 11","23530","Jimena","953 35 74 72",38,NA,37.841727,-3.477131,"3-04-20 00:14:44","Jaén"
"Pública autonómica","Residencia para personas mayores Linares I","Avenida Torrito s/n","23700","Linares","953 02 48 00",264,NA,38.085263,-3.615331,"5-04-20 00:14:44","Jaén"
"Privada","Centro Residencial Aura Los Leones","Calle Palacio Valdés 15","23770","Marmolejo","953 54 03 25 / 672 12 92 27",139,"www.auraandalucia.es/ficha-centro/17/aura-los-leones/",38.04378,-4.169881,"12-07-20 00:14:44","Jaén"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Privada","Residencia Buenos Aires","Calle Buenos Aires s/n","23180","Fuerte del Rey","953 37 51 11",111,"www.buenosairesresidencia.com",37.871575,-3.888606,"31-01-20 00:14:44","Jaén"
"Pública local","Residencia para personas mayores Santiago-Pontones","Calle San Antonio 46","23290","Santiago-Pontones","953 43 85 74",33,"residenciasantiagopontones.com",38.109115,-2.553015,"4-04-20 00:14:44","Jaén"
"Pública provincial","Residencia de mayores Santa Teresa","Carretera de Torrequebradilla s/n","23009","Jaén","953 27 05 02",141,"www.dipujaen.es",37.790173,-3.768413,"7-07-20 00:14:44","Jaén"
"Pública local","Residencia de 3ª edad Mercedes Fernández Olivares","Avenida Molera s/n","23220","Vilches","953 63 11 81",18,"www.geron.es/residencia/sidencia-de-mayores-en-vilches-mercedes-fernandez",38.21011,-3.511497,"6-05-20 00:14:44","Jaén"
"Pública local","Residencia Andújar","Camino del Quemadero s/n","23740","Andújar","953 51 59 36",120,"orpea.es/centros-residencias/centro-dia-residencia-ancianos-jaen-andujar",38.048228,-4.048603,"12-05-20 00:14:44","Jaén"
"Privada","Residencia Fuente de la Peña","Calle Dean de la Fuente González 2","23002","Jaén","953 29 79 90",190,"www.mayoresdejaen.com",37.755791,-3.795413,"8-04-20 00:14:44","Jaén"
"Privada sin fin de lucro","Residencia para personas mayores La Estrella","Avenida de Madrid s/n","23009","Jaén","953 28 09 23",44,"alzheimerlaestrella.multiespaciosweb.com/residencia-la-estrella/",37.796602,-3.77884,"26-04-20 00:14:44","Jaén"
"Privada","Residencia Jesús Nazareno y San Juan de Dios","Calle Doctor Marañón 4","23780","Lopera","953 51 65 40",27,NA,37.944439,-4.215064,"25-04-20 00:14:44","Jaén"
"Privada sin fin de lucro","Residencia San Antonio","Avenida Sebastián Fuentes 30","23746","Lahiguera","953 53 00 33",28,NA,37.973086,-3.991507,"10-04-20 00:14:44","Jaén"
"Privada","Sanitas Residencial Marqueses de Linares","Paseo Marqueses de Linares s/n","23700","Linares","953 60 63 80",122,"www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-marqueses-linares",38.0882,-3.62851,"21-07-20 00:14:44","Jaén"
"Pública local","Residencia de Peal de Becerro","Calle Unicef 2","23460","Peal de Becerro","953 73 15 07",57,NA,37.915217,-3.114805,"7-07-20 00:14:44","Jaén"
"Privada","Residencia de mayores Hospital San Miguel","Plaza de Santa María 6","23760","Arjona","953 52 38 56",56,"www.residencisanmiguel.org",37.935464,-4.054686,"8-07-20 00:14:44","Jaén"
"Pública local","Residencia de personas mayores Ilugo","Calle Escultor Higueras 5","23250","Santisteban del Puerto","953 40 27 21",29,NA,38.246909,-3.206636,"8-04-20 00:14:44","Jaén"
"Privada","Fundación Asilo Marín García","Calle del Carmen 12","23470","Cazorla","953 72 02 50",52,"www.residenciamaringarcia.com",37.911373,-3.001559,"12-04-20 00:14:44","Jaén"
"Privada sin fin de lucro","Residencia María Santísima de la Caridad y Consolación","Calle Juan Pablo II 1","23009","Jaén","953 10 06 99",134,"www.caridadyconsolacion.es/residencia.html",37.785365,-3.793047,"8-04-20 00:14:44","Jaén"
"Pública local","Residencia Villa de Sabiote","Calle Corregidora 38","23410","Sabiote","953 77 37 05",37,"www.residenciademayoresciudaddeubeda.com/",38.063938,-3.312231,"19-07-20 00:14:44","Jaén"
"Privada","Residencia Sierra Mágina","Urbanización Peñon de San José s/n","23537","Bedmar y Garcíez","953 76 03 49",58,"www.gruporeifs.com/nuestros-centros/item/11-residencia-para-mayores-reifs-bedmar-sierra-magina",37.816503,-3.41346,"12-04-20 00:14:44","Jaén"
"Pública local","Residencia Padre Zegri","Carretera de Mogón 3","23300","Villacarrillo","953 44 24 81 / 953 44 25 85",66,"www.villacarrillo.es/areas-tematicas/servicios-sociales/residencia-padre-zegri/",38.11465,-3.079143,"4-04-20 00:14:44","Jaén"
"Pública local","Residencia municipal Peñalta","Calle Doctor Palanca 45","23370","Orcera","953 48 20 08",59,"residenciaorcera.com",38.318737,-2.655988,"23-05-20 00:14:44","Jaén"
"Privada sin fin de lucro","Centro Residencial Escoriza","Calle Escoriza s/n","23485","Pozo Alcón","953 73 90 38",78,NA,37.702942,-2.929221,"8-04-20 00:14:44","Jaén"
"Privada","Residencia de mayores San Gregorio de Torreperogil","Carretera de Córdoba a Valencia 1","23320","Torreperogil","953 77 73 95",40,"www.residenciasangregorio.es",38.039883,-3.282546,"3-04-20 00:14:44","Jaén"
"Privada","Centro Residencial Aura Sorihuela","Avenida de Andalucía s/n","23270","Sorihuela del Guadalimar","953 06 99 47 / 953 06 99 48",161,NA,38.241139,-3.050828,"27-10-20 00:14:44","Jaén"
"Privada","Centro residencial Santa Teresa de Jesús","Urbanización San Roque 2 - Apdo. de Correos: 111","23700","Linares","953 12 55 01 / 669 37 65 07",63,NA,38.136275,-3.649071,"14-05-20 00:14:44","Jaén"
"Privada","Residencia El Carmen","Calle Arjona 3","23400","Úbeda","953 79 36 73",26,"residenciademayoreselcarmen.com",38.011982,-3.3702,"4-04-20 00:14:44","Jaén"
"Privada sin fin de lucro","Nuestra Señora de los Desamparados","Avenida Paz 12","23650","Torredonjimeno","953 57 10 14 / 953 34 00 66",33,NA,37.765462,-3.953908,"10-04-20 00:14:44","Jaén"
"Privada sin fin de lucro","Centro Residencial para mayores Nazaret","Calle Rueda s/n","23264","Chiclana de Segura","983 46 64 01",37,"www.fundacionnazaret.com",38.311526,-3.047092,"4-04-20 00:14:44","Jaén"
"Pública autonómica","Residencia de mayores Los Olivares","Plaza de Sor Primitiva s/n","23200","Carolina (La)","953 00 99 00",73,NA,38.276627,-3.619345,"5-04-20 00:14:44","Jaén"
"Privada","Residencia de ancianos Viña del Rey","Calle Descubrimiento 1","23200","Carolina (La)","953 68 59 36",88,"www.residenciavdelrey.com",38.266678,-3.617605,"11-07-20 00:14:44","Jaén"
"Privada","Residencia Asilo de Ancianos Nuestra Señora de las Mercedes","Paseo Marqueses de Linares 28","23700","Linares","953 69 25 05",68,NA,38.087614,-3.627038,"27-07-20 00:14:44","Jaén"
"Privada sin fin de lucro","Hogar Nuestra Señora de la Fuensanta","Carretera del Tranco 25","23330","Villanueva del Arzobispo","953 41 00 75",98,NA,38.163375,-2.997767,"11-02-20 00:14:44","Jaén"
"Pública local","Residencia Ángeles Cobo López","Camino Viejo de la Fuensanta s/n","23660","Alcaudete",NA,88,NA,37.586462,-4.075388,"3-04-20 00:14:44","Jaén"
"Pública local","Residencia Purísima Concepción","Calle Sor Felisa Ancín 1","23440","Baeza","953 74 01 58",56,NA,37.995086,-3.460688,"2-03-20 00:14:44","Jaén"
"Privada","DomusVi Condes de Corbull","Calle Carrera de Jesús 13","23002","Jaén","953 24 78 52",87,"www.domusvi.es/residencia-jaen-condes-de-corbull",37.764188,-3.790957,"6-04-20 00:14:44","Jaén"
"Pública local","Residencia de personas mayores Serranilla de Mágina","Calle Federico García Lorca 27","23560","Huelma","953 39 21 27",61,NA,37.6455,-3.45609,"4-04-20 00:14:44","Jaén"
"Privada","Centro sociosanitario Juan Zarrías","Camino Pilar Viejo 15","23628","Cazalilla","953 53 77 12",120,"www.gruporeifs.com/nuestros-centros/item/364-residencia-para-mayores-reifs-cazalilla",37.981726,-3.884289,"26-04-20 00:14:44","Jaén"
"Privada sin fin de lucro","Residencia de mayores Hermanitas de los Pobres","Paseo de la Estación 7","23007","Jaén","953 27 53 28",90,NA,37.770078,-3.788638,"6-07-20 00:14:44","Jaén"
"Privada","Residencia Clínica Geriátrica La Inmaculada","Plaza Dean Mazas 1","23001","Jaén","953 24 07 71",56,"www.clinicalainmaculada.es",37.766887,-3.788383,"22-04-20 00:14:44","Jaén"
"Pública local","Residencia de mayores Los Olivos","Calle San Francisco 64","23280","Beas de Segura","953 42 47 18 / 695 22 19 85",32,"www.geron.es/residencia/residencia-de-mayores-en-beas-de-segura-los-olivos",38.253306,-2.892342,"4-04-20 00:14:44","Jaén"
"Pública local","Centro Residencial Luz de Mágina","Calle Aceite Virgen Picual s/n","23120","Cambil","953 30 06 63",59,NA,37.681579,-3.567628,"5-04-20 00:14:44","Jaén"
"Pública local","Residencia de personas mayores Virgen del Carmen","Calle Lope de Vega 2","23360","Puerta de Segura (La)","620 01 18 80",22,NA,38.348285,-2.736755,"6-05-20 00:14:44","Jaén"
"Privada","Centro Residencial Altos del Jontoya","Carretera J-2225 Km. 4.49 - Puente Jontoya","23001","Jaén","953 31 61 31",176,NA,37.755739,-3.748427,"10-07-20 00:14:44","Jaén"
"Pública local","Residencia municipal Sagrada Familia","Calle Teniente Rueda 2","23750","Arjonilla","953 33 63 34",49,NA,37.974031,-4.109082,"15-04-20 00:14:44","Jaén"
"Privada sin fin de lucro","Residencia de Mayores La Casa Grande","Plaza Montemar 3","23311","Santo Tomé","953 73 66 62",55,"www.residenciasantotome.es",38.028561,-3.101932,"4-04-20 00:14:44","Jaén"
"Privada sin fin de lucro","Vivienda tutelada de Cáritas Andrés Cristino","Calle Ollerías 13","23740","Andújar","953 50 69 18",10,NA,38.037841,-4.052947,"7-05-20 00:14:44","Jaén"
"Privada","Residencia Venta de San José","Carretera N-322 Km. 229","23360","Puerta de Segura (La)","953 01 18 10",10,"www.actiweb.es/ventasanjose/",38.391785,-2.783625,"14-02-20 00:14:44","Jaén"
"Pública autonómica","Residencia para personas mayores","Calle Blas Infante 18","23400","Úbeda","953 77 93 32",91,NA,38.010403,-3.367028,"10-04-20 00:14:44","Jaén"
"Pública local","Residencia municipal Nuestro Padre Jesús","Avenida Andalucía 1","23670","Castillo de Locubín","953 59 13 64",39,NA,37.526916,-3.941249,"10-12-20 00:14:44","Jaén"
"Privada sin fin de lucro","Residencia de mayores San Juan de Dios","Calle Ollerías 20","23740","Andújar","953 50 03 43",83,"www.laresandalucia.com/centros-provincias.shtml?id=193&ida=4",38.038367,-4.053522,"12-04-20 00:14:44","Jaén"
"Pública local","Residencia para personas mayores municipal","Calle Patio Herreros s/n","23340","Arroyo del Ojanco","953 42 01 63",15,"residenciamayoresarroyodelojanco.blogspot.com.es/",38.322245,-2.894009,"11-04-20 00:14:44","Jaén"
"Pública local","Residencia de mayores Concepción González Osorio","Calle Agua 15","23130","Campillo de Arenas","953 30 92 87",28,NA,37.555197,-3.634253,"5-04-20 00:14:44","Jaén"
"Privada","Residencia de mayores Francisco Ortiz","Calle El Greco 4","23480","Quesada","953 71 40 55",36,"residencia-para-mayores-francisco-ortiz.000.webhostapp.com",37.839947,-3.064728,"9-04-20 00:14:44","Jaén"
"Privada sin fin de lucro","Centro Residencial de Mengíbar","Calle García Morato s/n","23620","Mengíbar","953 04 70 18",38,"www.foam.es/servicios/residencia-de-mayores-de-mengíbar-jaén",37.96684,-3.806409,"3-04-20 00:14:44","Jaén"
"Pública local","Residencia municipal Virgen de Alharilla","Calle Cabeza 11","23790","Porcuna","953 54 42 87",41,NA,37.8693,-4.18107,"11-04-20 00:14:44","Jaén"
"Privada","Residencial Lorenzana II","Avenida Robla 48","24122","Cuadros","987 58 01 70",64,"www.residencialorenzana.com",42.673566,-5.632391,"8-03-20 00:14:44","León"
"Privada","Residencia Virgen de la Guía II","Calle Ciudad de Puebla 4","24007","León","987 27 61 70",19,NA,42.601697,-5.56045,"9-01-20 00:14:44","León"
"Pública local","Nuestra Señora del Perpetuo Socorro","Calle Severo Ochoa 5","24350","Villarejo de Órbigo","987 37 45 16",72,NA,42.437596,-5.889065,"5-04-20 00:14:44","León"
"Pública local","Residencia La Luz","Avenida Victoria s/n","24734","Castrocontrigo","987 66 03 96",32,"es-es.facebook.com/pages/Centro-de-Mayores-La-LUZ/628978267150915",42.190698,-6.139634,"13-07-20 00:14:44","León"
"Privada","Centro Residencial Conde de Aldama","Calle Andrés Viloria 3","24404","Ponferrada","987 45 65 37",49,"www.condedealdama.es",42.549046,-6.607416,"5-04-20 00:14:44","León"
"Privada","Residencial Mirador del Cúa","Camino Real s/n","24540","Cacabelos","686 95 94 06 / 987 54 80 21",100,NA,42.601274,-6.714433,"15-07-20 00:14:44","León"
"Privada","Residencia Edad de Oro","Calle San Juan s/n","24392","Chozas de Abajo","987 30 60 48",103,"www.edaddeoro.es",42.489008,-5.73099,"14-05-20 00:14:44","León"
"Privada","Residencia La Familia","Calle La Cepeda 12 - bajo izda.","24008","León","987 00 19 34",24,"residencialafamilia.com",42.599874,-5.571756,"4-04-20 00:14:44","León"
"Pública local","Residencia Nuestra Señora de la Magdalena de Villaornate","Calle Mayor 51","24222","Villaornate y Castro","987 76 92 04",49,"www.clecemayores.com/es/residencia/36/nuestra-senora-de-la-magdalena/",42.18154,-5.55097,"9-04-20 00:14:44","León"
"Privada","Residencia de ancianos El Humeral","Carretera de Villabuena Km. 1.5","24540","Cacabelos","987 54 95 37 / 630 80 59 05",31,"www.residenciaelhumeral.com",42.606563,-6.731793,"7-05-20 00:14:44","León"
"Privada","Centro Residencial Geriátrico Virgen del Avellano","Calle Prado Rey 8","24122","Cuadros","987 57 74 52 / 609 21 24 13",24,"www.virgendelavellano.es",42.666477,-5.629481,"19-08-20 00:14:44","León"
"Privada","Centro Residencial Campolar Bierzo I","Travesía Campomurieles s/n","24300","Bembibre","987 51 22 27",59,"www.grupocampolar.com/bierzoinicio",42.618703,-6.428237,"17-07-20 00:14:44","León"
"Pública local","Residencia municipal de Villagatón","Carretera de Villagatón s/n","24360","Villagatón","987 63 30 14",28,NA,42.633099,-6.197025,"25-05-20 00:14:44","León"
"Privada","Virgen del Castro Residencial de mayores","Calle La Calzada s/n","24765","Riego de la Vega","987 60 60 22",40,"www.virgendelcastro.com",42.330442,-5.991555,"6-05-20 00:14:44","León"
"Pública local","Residencia municipal para mayores","NA Teso de la Forca s/n","24520","Vega de Valcarce","987 54 30 94",24,"www.residencianovavida.com/index.php/instalaciones-vega-de-valcarce",42.663646,-6.944908,"8-04-20 00:14:44","León"
"Pública local","Residencia de 3ª edad Alto Órbigo","Calle Doctor González Álvarez 14","24270","Carrizo","987 35 78 84",40,NA,42.58004,-5.826668,"3-05-20 00:14:44","León"
"Privada","Residencia Nuestra Señora del Buen Suceso","Calle Poeta Manuel García Burgos 22","24600","Pola de Gordón (La)","987 58 83 87",149,"www.araliaservicios.es/centro/león-la-pola-de-gordón",42.855676,-5.668729,"5-04-20 00:14:44","León"
"Pública local","Residencia Virgen del Camino","Avenida San Mamés 8","24007","León","987 22 55 82",81,NA,42.604241,-5.570507,"6-05-20 00:14:44","León"
"Privada","Residencia de personas mayores Santiago Apóstol","Calle Tejedores 16","24750","Bañeza (La)","987 65 60 88",49,NA,42.300178,-5.89576,"3-04-20 00:14:44","León"
"Privada","Residencia de mayores Novavida Carracedelo","Calle Tras las Airas 6","24549","Carracedelo","987 54 03 68",59,"www.residencianovavida.com/index.php/instalaciones-carracedelo",42.55575,-6.72782,"8-04-20 00:14:44","León"
"Privada","Residencia El Carmen","Avenida La Robla 61","24122","Cuadros","987 57 70 33",22,"www.residenciaelcarmenlorenzana.es",42.672104,-5.633312,"14-07-20 00:14:44","León"
"Privada","Residencia 3ª edad La Paz - Sanfelismo","Carretera de León a Valladolid Km. 7","24227","Valdefresno","987 26 98 44",92,"www.lapaz.es",42.560156,-5.482258,"10-04-20 00:14:44","León"
"Privada","Residencia Santa Bárbara","Calle Reino de León 55 - Bº Vista Alegre","24318","Bembibre","987 51 37 12",32,"www.residenciasantabarbara.com",42.620729,-6.428142,"4-04-20 00:14:44","León"
"Privada sin fin de lucro","Residencia Virgen de la Era","Calle Madre Aurora Rueda Gómez s/n","24291","Matadeón de los Oteros","987 69 60 83 / 987 69 66 91",42,NA,42.3619,-5.38644,"3-04-20 00:14:44","León"
"Pública local","Centro Residencial Santa Colomba de Somoza","Calle Antonio Pérez Crespo 23","24722","Santa Colomba de Somoza","987 63 17 04",49,"www.lasencinassg.com/residencias/sta-colomba-sta-colomba-de-somoza/",42.445572,-6.246663,"5-04-20 00:14:44","León"
"Privada","Residencia 3ª Edad Puente Villarente","Camino de Santiago 15","24226","Villaturiel","987 31 29 22 / 639 70 74 60",87,"www.residenciapuentevillarente.es",42.545315,-5.459403,"10-04-20 00:14:44","León"
"Privada","Residencia Oasis","Calle Paraje de Santa Catalina s/n","24195","Chozas de Abajo","987 30 38 92 / 690 02 30 02",16,NA,42.506721,-5.686675,"26-04-20 00:14:44","León"
"Pública local","Residencia de 3ª edad El Santo","Calle Siro Alonso de Las Huertas 24","24300","Bembibre","987 51 18 34",113,"www.clecemayores.com/es/residencia/7/el-santo/",42.6144,-6.411088,"11-05-20 00:14:44","León"
"Privada","Fundación Hogar Valcarce Alfayate","Calle Concepción 8","24500","Villafranca del Bierzo","987 54 02 35",37,NA,42.60955,-6.812814,"3-04-20 00:14:44","León"
"Pública autonómica","Residencia de personas mayores Santo Martino","Calle Álvaro López Núñez 26","24002","León","987 08 03 50",90,"www.araliaservicios.es/centro/leon-santo-martino",42.603863,-5.573795,"5-04-20 00:14:44","León"
"Pública local","Residencia de ancianos Riello","Carretera de La Urz s/n","24127","Riello","987 58 07 30",26,"www.clecemayores.com/es/residencia/37/centro-residencial-de-riello/",42.774548,-5.943359,"29-04-20 00:14:44","León"
"Privada","Residencia Lorenzana I","Avenida Caboalles 91","24122","Cuadros","987 58 00 23",43,"www.residencialorenzana.com",42.670698,-5.635565,"8-03-20 00:14:44","León"
"Pública local","Residencia de ancianos Virgen de la Peregrina","Avenida Fernando de Castro 53","24320","Sahagún","987 78 07 90",60,"www.clecemayores.com/es/residencia/22/virgen-peregrina/",42.368868,-5.031948,"24-07-20 00:14:44","León"
"Pública local","Centro residencial Las Candelas","Travesía de la Chana 9","24450","Toreno","987 53 33 88",48,"www.clecemayores.com/es/residencia/41/las-candelas/",42.696891,-6.512239,"25-07-20 00:14:44","León"
"Pública provincial","Residencia Santa Luisa","Avenida de Asturias 23","24008","León","987 22 68 50 / 987 22 68 54",100,"ssespecificos.dipuleon.es/centros/santa_luisa",42.606557,-5.575573,"7-07-20 00:14:44","León"
