,Titularidad,Nombre,Dirección,CP,Municipio,Teléfono,Plazas,URL,Latitud,Longitud,Actualizado,Provincia,geometry
3362,Pública local,Residencia de ancianos Nuestra Señora del Rosario,Avenida de Aragón 4,31310.0,Carcastillo,948 72 58 06 / 697 56 44 52,31.0,,42.377924,-1.44436,3-04-20 00:14:44,Nafarroa,POINT (-1.44436 42.377924)
3363,Pública local,Andra Mari Zaharren Egoitza,Calle Koskontako 8,31770.0,Lesaka,948 63 71 54,41.0,,43.249824,-1.7005709999999998,12-07-20 00:14:44,Nafarroa,POINT (-1.700571 43.249824)
3364,Privada sin fin de lucro,Clínica psiquiátrica Padre Menni,Avenida Marcelo Celayeta 10,31014.0,Pamplona/Iruña,948 14 06 11,224.0,www.hospitalariasnavarra.org,42.825509999999994,-1.655462,17-07-20 00:14:44,Nafarroa,POINT (-1.655462 42.82550999999999)
3365,Privada,AMAVIR Ibañeta,Calle Zelaia 6,31697.0,Erro,948 76 80 62,50.0,www.amavir.es/residencia-de-ancianos-navarra-amavir-ibaneta,42.943397,-1.444258,4-04-20 00:14:44,Nafarroa,POINT (-1.444258 42.943397)
3366,Privada,Residencia Landazábal,Calle Landazábal 2,31600.0,Burlada/Burlata,948 13 67 00,177.0,www.landazabal.es,42.828081,-1.615301,14-03-20 00:14:44,Nafarroa,POINT (-1.615301 42.828081)
3367,Privada,Residencia San Adrián,Calle Santa Gema 60,31570.0,San Adrián,948 69 66 11,138.0,www.domusvi.es/residencia-de-mayores-navarra-san-adrian,42.338574,-1.937301,4-04-20 00:14:44,Nafarroa,POINT (-1.937301 42.338574)
3368,Privada,Residencia para mayores Virgen del Carmen,Calle del Olmo 37,31293.0,Sesma,948 69 81 54,42.0,residenciadesesma.org,42.476935,-2.085547,4-04-20 00:14:44,Nafarroa,POINT (-2.085547 42.476935)
3369,Privada,Residencia Nuestra Señora de Gracia,Calle Eza s/n,31500.0,Tudela,948 82 26 00,85.0,www.residenciagracia.com,42.060915,-1.605615,8-04-20 00:14:44,Nafarroa,POINT (-1.605615 42.060915)
3370,Pública local,Residencia San Sebastián,Calle Bárdenas Reales 2,31261.0,Andosilla,948 67 48 50,46.0,www.gsr.coop/residencias-de-personas-mayores/residencias-de-personas-mayores-en-andosilla,42.37404,-1.944794,5-04-20 00:14:44,Nafarroa,POINT (-1.944794 42.37404)
3371,Privada,Residencia de ancianos La Milagrosa,Calle La Solana 5,31390.0,Olite/Erriberri,948 74 01 57,58.0,www.laresnavarra.org/residencias/residencia.php?id=22,42.479852,-1.6485029999999998,8-04-20 00:14:44,Nafarroa,POINT (-1.648503 42.479852)
3372,Privada sin fin de lucro,Casa de Misericordia Pamplona,Calle Vuelta del Castillo 1,31007.0,Pamplona/Iruña,948 26 48 11,575.0,www.casamisericordiapamplona.com,42.809064,-1.647034,3-04-20 00:14:44,Nafarroa,POINT (-1.647034 42.809064)
3373,Pública local,Patronato municipal San Francisco de Asís,Avenida de Pablo Rubio 13,31592.0,Cintruénigo,948 81 10 31,85.0,www.laresnavarra.org/residencias/residencia.php?id=47,42.079791,-1.804509,4-04-20 00:14:44,Nafarroa,POINT (-1.804509 42.079791)
3374,Pública local,Residencia José Ramón Zalduendo,Calle Los Vales 50,31380.0,Caparroso,948 71 07 79,22.0,www.ideainnovacion.com/residencia-jose-ramon-zalduendo-caparroso/,42.337046,-1.655462,17-04-20 00:14:44,Nafarroa,POINT (-1.655462 42.337046)
3375,Pública autonómica,Residencia Santo Domingo de Estella,Calle Elgacena 2,31200.0,Estella-Lizarra,948 55 23 11 / 948 55 24 00,100.0,,42.669064,-2.026768,18-05-20 00:14:44,Nafarroa,POINT (-2.026768 42.669064)
3376,Privada sin fin de lucro,Residencia Religiosas del Sagrado Corazón,Calle Media Luna 41,31004.0,Pamplona/Iruña,948 24 78 66 / 948 23 20 82,36.0,,42.810796999999994,-1.630667,15-05-20 00:14:44,Nafarroa,POINT (-1.630667 42.81079699999999)
3377,Privada,Hospital Nuestra Señora de la Caridad,Calle Javier Oses 2,31300.0,Tafalla,948 70 01 49,72.0,www.laresnavarra.org/residencias/residencia.php?id=27,42.522432,-1.678279,4-04-20 00:14:44,Nafarroa,POINT (-1.678279 42.522432)
3378,Privada sin fin de lucro,Residencia Religiosas Angélicas,Calle Paulino Caballero 45,31003.0,Pamplona/Iruña,948 23 03 35,48.0,www.angelicas.org,42.810182,-1.637314,4-04-20 00:14:44,Nafarroa,POINT (-1.637314 42.810182)
3379,Privada sin fin de lucro,Centro Hospitalario Benito Menni,Calle Mendinueta s/n,31700.0,Baztan,948 45 21 62,154.0,www.hospitalariasnavarra.org,43.146,-1.52589,9-04-20 00:14:44,Nafarroa,POINT (-1.52589 43.146)
3380,Privada,Residencia Beloso Alto,Calle Leoncio Urabayen s/n,31006.0,Pamplona/Iruña,948 48 04 00,90.0,www.residenciabelosoalto.es,42.818785999999996,-1.62063,4-04-20 00:14:44,Nafarroa,POINT (-1.62063 42.818786)
3381,Privada sin fin de lucro,Casa residencia de ancianas San Martín,Calle Caldereira 15,31001.0,Pamplona/Iruña,948 22 52 75,18.0,,42.818184,-1.641833,12-07-20 00:14:44,Nafarroa,POINT (-1.641833 42.818184)
3382,Privada sin fin de lucro,Hogar Nuestra Señora del Rosario,Avenida de la Caridad 4,31520.0,Cascante,948 85 17 00 / 948 85 00 47,88.0,,42.002435,-1.680668,10-05-20 00:14:44,Nafarroa,POINT (-1.680668 42.002435)
3383,Privada,Residencia La Vaguada,Calle Monasterio de Irache 76,31011.0,Pamplona/Iruña,948 36 52 52,159.0,www.soleraasistencial.es/centros/centro-solera-la-vaguada,42.81406,-1.666664,20-04-20 00:14:44,Nafarroa,POINT (-1.666664 42.81406)
3384,Privada sin fin de lucro,Residencia San José,Calle Domingo Elizondo 9,31430.0,Aoiz/Agoitz,948 33 60 16,56.0,www.laresnavarra.org/residencias/residencia.php?id=52,42.784053,-1.3726479999999999,4-04-20 00:14:44,Nafarroa,POINT (-1.372648 42.784053)
3385,Privada,Residencia San Miguel,Calle Irurzun 2,31350.0,Peralta/Azkoien,948 75 00 61,56.0,www.laresnavarra.org/residencias/residencia.php?id=24,42.339724,-1.801365,6-07-20 00:14:44,Nafarroa,POINT (-1.801365 42.339724)
3386,Privada,Residencia de ancianos Virgen de Gracia,Paseo Paulino 3,31579.0,Cárcar,948 69 04 55,45.0,www.laresnavarra.org/residencias/residencia.php?id=6,42.394409,-1.9772189999999998,25-04-20 00:14:44,Nafarroa,POINT (-1.977219 42.394409)
3387,Privada sin fin de lucro,Residencia San Francisco Javier,Avenida Severino Fernández 48,31300.0,Tafalla,948 70 02 41,98.0,www.laresnavarra.org/residencias/residencia.php?id=28,42.529645,-1.673157,10-04-20 00:14:44,Nafarroa,POINT (-1.673157 42.529645)
3388,Privada,Residencia Torre de Monreal,Calle Torre de Monrreal 13,31500.0,Tudela,948 87 70 70,97.0,www.soleraasistencial.es/centros/centro-solera-torre-monreal/,42.057305,-1.6043530000000001,5-04-20 00:14:44,Nafarroa,POINT (-1.604353 42.057305)
3389,Pública autonómica,Residencia para mayores y psicogeriátrico San Isidro,Avenida de Bijués s/n,31440.0,Lumbier,948 88 02 93 / 948 88 04 38,118.0,www.laresnavarra.org/residencias/residencia.php?=18,42.656151,-1.302655,18-08-20 00:14:44,Nafarroa,POINT (-1.302655 42.656151)
3390,Privada,Fundación Carmen Bellido - Residencia de ancianos,Calle Salamanca 19,31530.0,Cortes,948 80 00 24 / 948 80 03 86,49.0,www.laresnavarra.org/residencias/residencia.php?id=46,41.923725,-1.423341,4-04-20 00:14:44,Nafarroa,POINT (-1.423341 41.923725)
3391,Privada sin fin de lucro,Residencia de ancianos San Jerónimo,Calle Andía 1,31200.0,Estella-Lizarra,948 55 01 98,62.0,www.residenciasanjeronimo.com,42.672827000000005,-2.038116,3-04-20 00:14:44,Nafarroa,POINT (-2.038116 42.67282700000001)
3392,Privada sin fin de lucro,Residencia Hermanitas de los Pobres,Avenida de Guipúzcoa 38,31012.0,Pamplona/Iruña,948 14 43 00,70.0,,42.828899,-1.662565,3-04-20 00:14:44,Nafarroa,POINT (-1.662565 42.828899)
3393,Pública local,Apartamentos tutelados municipales Casco Antiguo,Calle Florencio Ansoleaga 17,31001.0,Pamplona/Iruña,948 42 05 45,18.0,www.pamplona.es/VerPagina.asp?IdPag=75010EN&Idioma=1,42.817803000000005,-1.644693,15-03-20 00:14:44,Nafarroa,POINT (-1.644693 42.817803)
3394,Privada,Residencia Asilo San José,Calle Kanttonberri 14,31780.0,Bera,948 63 01 04,40.0,www.laresnavarra.org/residencias/residencia.php?id=48,43.281128,-1.683166,4-04-20 00:14:44,Nafarroa,POINT (-1.683166 43.281128)
3395,Pública local,Apartamentos tutelados municipales Milagrosa,Calle Julián Gayarre 12 - bajo,31005.0,Pamplona/Iruña,948 15 26 79,50.0,www.pamplona.es/VerPagina.asp?IdPag=148869EN&Idioma=1,42.807263,-1.64274,15-03-20 00:14:44,Nafarroa,POINT (-1.64274 42.807263)
3396,Pública local,Residencia Virgen de Jerusalén,Calle Juan Lascarro 1,31140.0,Artajona,948 36 40 84,44.0,www.laresnavarra.org/residencias/residencia.php?id=51,42.588186,-1.764282,10-04-20 00:14:44,Nafarroa,POINT (-1.764282 42.588186)
3397,Pública local,Residencia Dionisio Salcedo Sádaba,Calle Venancio Benito 4,31587.0,Mendavia,948 69 55 15,48.0,www.gsr.coop/residencias-de-personas-mayores/residencias-de-personas-mayores-en-mendavia,42.444648,-2.196964,4-04-20 00:14:44,Nafarroa,POINT (-2.196964 42.444648)
3398,Pública local,Residencia Solidaridad,Calle Julián Gayarre s/n,31590.0,Castejón,948 81 41 90,34.0,residenciasolidari.wix.com/castejon,42.170811,-1.694025,12-07-20 00:14:44,Nafarroa,POINT (-1.694025 42.170811)
3399,Pública local,Apartamentos Tutelados de Burlada,Calle San Miguel 13 - bajo,31600.0,Burlada/Burlata,948 13 66 36,18.0,www.pamplona.es/VerPagina.asp?IdPag=12177EN&Idioma=1,42.82675,-1.6181159999999999,11-05-20 00:14:44,Nafarroa,POINT (-1.618116 42.82675)
3400,Pública local,Residencia de ancianos Virgen del Castillo,Calle Tirujón 1,31253.0,Miranda de Arga,948 71 74 27,28.0,,42.482865999999994,-1.826527,5-04-20 00:14:44,Nafarroa,POINT (-1.826527 42.48286599999999)
3401,Privada sin fin de lucro,Residencia San Miguel,Calle Florida 14,31360.0,Funes,948 75 41 45 / 948 71 61 18,42.0,residenciasanmiguelfunes.com,42.313297,-1.798355,5-04-20 00:14:44,Nafarroa,POINT (-1.798355 42.313297)
3402,Pública local,Residencia San Bartolomé,Calle Calvario 16,31340.0,Marcilla,948 70 81 43,36.0,,42.325067,-1.7371619999999999,5-04-20 00:14:44,Nafarroa,POINT (-1.737162 42.325067)
3403,Privada sin fin de lucro,Residencia Nuestra Señora del Pilar,Calle Hospital 2,31260.0,Lerín,948 53 00 62,24.0,,42.484031,-1.9715150000000001,4-04-20 00:14:44,Nafarroa,POINT (-1.971515 42.484031)
3404,Pública local,Residencia de ancianos Virgen del Portal,Calle Crucero del Portal 2,31330.0,Villafranca,948 84 51 31,52.0,www.laresnavarra.org/residencias/residencia.php?id=10,42.278134,-1.7473759999999998,8-04-20 00:14:44,Nafarroa,POINT (-1.747376 42.278134)
3405,Privada sin fin de lucro,Residencia de ancianos Betania,Calle San Blas 2,31152.0,Muruzábal,948 34 40 36 / 948 34 41 55,40.0,www.laresnavarra.org/residencias/residencia.php?id=21,42.687886,-1.770804,3-04-20 00:14:44,Nafarroa,POINT (-1.770804 42.687886)
3406,Pública local,Residencia de ancianos Valle de Salazar,Calle Arbea s/n,31680.0,Ochagavía/Otsagabia,948 89 07 06,34.0,www.otsagabia.net/servicios-2/residencia-de-ancianos/,42.903368,-1.091066,12-07-20 00:14:44,Nafarroa,POINT (-1.091066 42.903368)
3407,Privada,AMAVIR Argaray,Calle Valle de Egüés 1,31004.0,Pamplona/Iruña,948 15 38 66,165.0,www.amavir.es/residencia-de-ancianos-navarra-amavir-argaray,42.813641,-1.63135,21-07-20 00:14:44,Nafarroa,POINT (-1.63135 42.813641)
3408,Privada,Hogar Santa Elena,Calle San Bartolomé 1,31395.0,Barásoain,948 72 00 25,25.0,fundacionhogarsantaelena.blogspot.com.es,42.603590000000004,-1.647088,10-07-20 00:14:44,Nafarroa,POINT (-1.647088 42.60359)
3409,Pública local,Residencia de ancianos Santa María,Calle Hospital s/n,31210.0,Arcos (Los),948 64 01 77,24.0,www.losarcos.es/residencia-de-ancianos-santa-maria/,42.569096,-2.1919310000000003,10-07-20 00:14:44,Nafarroa,POINT (-2.191931 42.569096)
3410,Pública local,Apartamentos tutelados municipales Txoko-Berri,Calle Monasterio de Tulebras 3 - bajo,31006.0,Pamplona/Iruña,948 42 05 45,72.0,www.pamplona.es/VerPagina.asp?IdPag=20-40220&Idioma=1,42.814474,-1.6560259999999998,14-03-20 00:14:44,Nafarroa,POINT (-1.656026 42.814474)
3411,Privada,Residencia de la Clínica San Fermín,Avenida de Galicia 2 A,31003.0,Pamplona/Iruña,948 23 58 50,71.0,www.clinicasanfermin.com,42.809287,-1.6413369999999998,4-04-20 00:14:44,Nafarroa,POINT (-1.641337 42.809287)
3412,Pública local,Apartamentos tutelados municipales Arga,Plaza Iturriotzaga 7,31014.0,Pamplona/Iruña,948 42 05 20,64.0,www.pamplona.es/VerPagina.asp?IdPag=20-54585&Idioma=1,42.828216,-1.6446450000000001,15-03-20 00:14:44,Nafarroa,POINT (-1.644645 42.828216)
3413,Pública local,Vivienda comunitaria Los Arcos,Calle Ramón y Cajal 5 - 2º D,31210.0,Arcos (Los),,4.0,www.losarcos.es/residencia-de-ancianos-santa-maria/,42.568998,-2.1915009999999997,10-07-20 00:14:44,Nafarroa,POINT (-2.191501 42.568998)
3414,Privada sin fin de lucro,Residencia de ancianos Nuestra Señora de Gracia,Calle Serapio Urra 8,31230.0,Viana,948 64 50 09,67.0,www.laresnavarra.org/residencias/residencia.php?id=34,42.516055,-2.370625,4-04-20 00:14:44,Nafarroa,POINT (-2.370625 42.516055)
3415,Pública local,Residencia Santa Zita,Calle 13 de Septiembre 4,31495.0,San Martín de Unx,948 73 80 70 / 948 13 81 50,36.0,www.ideainnovacion.com/residencia-santa-zita-san-martin-de-unx/,42.522634000000004,-1.561294,16-07-20 00:14:44,Nafarroa,POINT (-1.561294 42.522634)
3416,Pública local,Residencia San Francisco Javier,Avenida Santa Lucía 53,31510.0,Fustiñana,948 84 09 15,34.0,,42.021260999999996,-1.480472,3-04-20 00:14:44,Nafarroa,POINT (-1.480472 42.021261)
3417,Privada,AMAVIR Mutilva,Calle Anaitasuna 29,31192.0,Aranguren,948 29 16 06,200.0,www.amavir.es/residencia-de-ancianos-navarra-amavir-mutilva,42.795127,-1.619795,21-07-20 00:14:44,Nafarroa,POINT (-1.619795 42.795127)
3418,Pública local,Residencia Las Amescoas,Calle Gonea 6,31271.0,Eulate,948 54 37 92,32.0,www.ideainnovacion.com/residencia-las-amescoas-eulate-navarra/,42.777021000000005,-2.209131,5-04-20 00:14:44,Nafarroa,POINT (-2.209131 42.777021)
3419,Privada,AMAVIR Oblatas,Avenida Guipúzcoa 5,31012.0,Pamplona/Iruña,948 38 26 26,173.0,www.amavir.es/residencia-de-ancianos-navarra-amavir-oblatas,42.822747,-1.655859,24-07-20 00:14:44,Nafarroa,POINT (-1.655859 42.822747)
3420,Pública local,Apartamentos tutelados municipales Iturrama,Calle Serafín Olave 6,31007.0,Pamplona/Iruña,948 42 07 59,84.0,www.pamplona.es/VerPagina.asp?IdPag=20-68240&Idioma=1,42.805365,-1.6474119999999999,8-05-20 00:14:44,Nafarroa,POINT (-1.647412 42.805365)
3421,Pública autonómica,Residencia de 3ª edad El Vergel,Calle Vergel 4,31014.0,Pamplona/Iruña,948 22 77 03,161.0,www.navarra.es/home_es/Temas/Asuntos+sociales/Personas+mayores/Centros/ResidenciasCentrosDia/ElVergel.htm,42.822646,-1.640111,4-04-20 00:14:44,Nafarroa,POINT (-1.640111 42.822646)
3422,Privada sin fin de lucro,Residencia San Francisco Javier,Avenida Doña Fausta Elorz 8,31370.0,Falces,948 73 41 16,44.0,,42.38751,-1.7920909999999999,4-04-20 00:14:44,Nafarroa,POINT (-1.792091 42.38751)
3423,Pública local,Residencia San Raimundo,Paseo San Raimundo 11,31593.0,Fitero,948 40 46 26,43.0,www.laresnavarra.org/residencias/residencia.php?id=39,42.055761,-1.857761,4-04-20 00:14:44,Nafarroa,POINT (-1.857761 42.055761)
3424,Privada,Residencia San Manuel y San Severino,Avenida Severino Fernández 60,31300.0,Tafalla,948 70 41 62,95.0,residenciasanseverino.com,42.530840999999995,-1.672726,9-04-20 00:14:44,Nafarroa,POINT (-1.672726 42.530841)
3425,Privada,Real Casa Misericordia,Calle Alberto Pelairea 1,31500.0,Tudela,948 82 54 12 / 948 82 55 87,180.0,www.rcmisericordia.com,42.060735,-1.608308,3-04-20 00:14:44,Nafarroa,POINT (-1.608308 42.060735)
3426,Privada sin fin de lucro,Residencia Nuestra Señora de Fátima,Calle Arnaveca s/n,32350.0,Rúa (A),988 31 24 66,64.0,www.fundacionsanrosendo.es/residencia-nuestra-senora-fatima,42.397214,-7.107046,9-05-20 00:14:44,Ourense,POINT (-7.107046 42.397214)
3427,Pública autonómica,Residencia da 3ª idade Nosa Señora dos Milagres,Carretera de Piñor 25,32890.0,Barbadás,988 78 87 71,130.0,,42.324307,-7.885486,3-04-20 00:14:44,Ourense,POINT (-7.885486 42.324307)
3428,Privada,Vivienda comunitaria Pepe Isa I y II,Avenida Santa María La Real 44,32860.0,Entrimo,988 43 46 45,24.0,donpepeisa.blogspot.com.es,41.932854,-8.115644999999999,22-03-20 00:14:44,Ourense,POINT (-8.115644999999999 41.932854)
3429,Privada sin fin de lucro,Residencia Santa María da Veiga,Calle Entrecaldeiras 7,32360.0,Veiga (A),988 36 60 86,48.0,www.fundacionsanrosendo.es/residencia-santa-maria-veiga,42.24759,-7.022117,5-04-20 00:14:44,Ourense,POINT (-7.022117 42.24759)
3430,Privada,Residencia Las Salinas,Rúa do Viso 20,32103.0,Ourense,988 21 10 94,40.0,,42.373351,-7.850485000000001,28-08-20 00:14:44,Ourense,POINT (-7.850485000000001 42.373351)
3431,Pública local,Residencia Virxe da Clamadoira,Calle Xoaquín Lorenzo s/n,32880.0,Muíños,988 30 24 52,39.0,www.fundacionsanrosendo.es/residencia-virxe-clamadoira,41.959474,-7.971141,12-04-20 00:14:44,Ourense,POINT (-7.971141 41.959474)
3432,Pública local,Residencia para persoas maiores Santa María,NA Chao Pequeño s/n,32750.0,Montederramo,988 29 21 06,26.0,,42.273615,-7.497986,4-04-20 00:14:44,Ourense,POINT (-7.497986 42.273615)
3433,Privada,Residencia de mayores Barbadás,Carretera de Piñor s/n,32930.0,Barbadás,988 38 24 48,163.0,www.domusvi.es/residencia-de-mayores-barbadas-ourense,42.328656,-7.8930240000000005,4-04-20 00:14:44,Ourense,POINT (-7.893024 42.328656)
3434,Privada,Vivienda comunitaria Nuestra Señora de Lourdes I y II,Calle Agra de Abaixo a Solveira NA,32830.0,Merca (A),988 26 08 73,19.0,,42.223084,-7.916152,14-07-20 00:14:44,Ourense,POINT (-7.916152 42.223084)
3435,Privada,Vivienda comunitaria Rectoral Rebollo,NA Lugar de Prado 1,32940.0,Toén,677 76 62 03,12.0,,42.325062,-7.963399000000001,29-01-20 00:14:44,Ourense,POINT (-7.963399000000001 42.325062)
3436,Privada,Residencia Xeriátrica San Cosme,Calle Segadores 1 - 3,32310.0,Rubiá,988 33 51 32,86.0,residenciasancosme.com,42.44532,-6.9467490000000005,3-04-20 00:14:44,Ourense,POINT (-6.946749000000001 42.44532)
3437,Pública autonómica,Residencia de maiores Vilardevós,Calle Estrada Vella 29,32616.0,Vilardevós,,24.0,,41.908609000000006,-7.3119,29-01-20 00:14:44,Ourense,POINT (-7.3119 41.90860900000001)
3438,Privada,Residencia de mayores de Ourense Centro,Calle Camiño Antigo 4,32005.0,Ourense,988 26 91 15,150.0,www.domusvi.es/residencia-para-mayores-orense-centro/,42.329383,-7.850264999999999,11-07-20 00:14:44,Ourense,POINT (-7.850264999999999 42.329383)
3439,Pública local,Residencia de 3ª edad Gabino García Fernández,Calle O Palomar s/n,32781.0,Manzaneda,988 33 30 43 / 988 33 81 03,40.0,,42.311809999999994,-7.233575,7-05-20 00:14:44,Ourense,POINT (-7.233575 42.31180999999999)
3440,Privada sin fin de lucro,Residencia San Juan de Río,Rúa do Concello 4,32770.0,San Xoán de Río,988 34 60 46,54.0,www.fundacionsanrosendo.es/residencia-san-juan-rio,42.37207,-7.298375999999999,21-06-20 00:14:44,Ourense,POINT (-7.298375999999999 42.37207)
3441,Privada sin fin de lucro,Apartamentos tutelados Alfredo Romero,Plaza Bispo Cesareo 1,32005.0,Ourense,988 23 88 79,22.0,www.fundacionsanrosendo.es/residencia-alfredo-romero,42.335933000000004,-7.864814,12-04-20 00:14:44,Ourense,POINT (-7.864814 42.335933)
3442,Pública autonómica,Fogar residencial de Taboadela,Carretera OR-320 s/n,32690.0,Taboadela,988 43 93 27,22.0,,42.25163,-7.830678,20-02-20 00:14:44,Ourense,POINT (-7.830678 42.25163)
3443,Privada,Fogar residencial y vivienda comunitaria Santiago Apóstol,Carretera Nacional 525 Km. 171,32618.0,Monterrei,988 41 81 08,36.0,,41.944873,-7.4793460000000005,22-03-20 00:14:44,Ourense,POINT (-7.479346 41.944873)
3444,Privada sin fin de lucro,Residencia Casa Grande,Plaza Mayor s/n,32570.0,Maside,988 28 83 21,30.0,www.fundacionsanrosendo.es/residencia-casa-grande,42.411364,-8.024898,12-04-20 00:14:44,Ourense,POINT (-8.024898 42.411364)
3445,Pública autonómica,Residencia de personas mayores de Bande,Calle Outeiro do Rei s/n,32840.0,Bande,988 44 32 61,50.0,www.residencialcarlosiv.com/geriatria/residencias/residencia-de-mayores-de-bande,42.033781,-7.978383999999999,20-07-20 00:14:44,Ourense,POINT (-7.978383999999999 42.033781)
3446,Privada,Vivienda comunitaria A Túa Outra Casa,Calle Lodoselo s/n,32631.0,Sarreaus,988 45 44 08 / 988 46 15 71,12.0,www.cdroviso.org,42.075287,-7.595592,8-04-20 00:14:44,Ourense,POINT (-7.595592 42.075287)
3447,Pública local,Vivienda comunitaria,NA Bangueses de Arriba 32,32813.0,Verea,627 06 40 41,12.0,,42.099762,-8.052425,30-03-20 00:14:44,Ourense,POINT (-8.052424999999999 42.099762)
3448,Privada,Vivienda comunitaria O Noso Fogar da Limia,Calle Ladeira 5 - 2º,32630.0,Xinzo de Limia,988 46 26 55,18.0,,42.060997,-7.725389999999999,22-03-20 00:14:44,Ourense,POINT (-7.725389999999999 42.060997)
3449,Privada,Vivienda comunitaria Virgen del Amparo,Carretera os Peares 7,32150.0,Peroxa (A),988 20 66 52 / 988 20 66 25 / 954 28 09 99,12.0,anosasenoradoamparo.wordpress.com,42.441906,-7.797126,9-04-20 00:14:44,Ourense,POINT (-7.797126 42.441906)
3450,Privada,Vivienda comunitaria Edades,Carretera de Santiago 5,32002.0,Ourense,988 37 12 08,12.0,edadesviviendademayores.com,42.37318,-7.849292999999999,16-05-20 00:14:44,Ourense,POINT (-7.849292999999999 42.37318)
3451,Pública local,Residencia de Maiores O Toural,Calle O Toural 51,32689.0,Cualedro,634 53 81 69 / 988 42 43 17,23.0,atendo.es/es/residencia-o-toural/,41.985733,-7.593114999999999,12-06-20 00:14:44,Ourense,POINT (-7.593114999999999 41.985733)
3452,Privada,Gerovida Ourense,NA Lugar Barra de Miño 16,32152.0,Coles,988 98 92 00,47.0,gerovida.es/centros/ourense/centro-gerovida-en-barra-de-mino,42.409644,-7.799510000000001,18-01-20 00:14:44,Ourense,POINT (-7.799510000000001 42.409644)
3453,Privada,Residencia La Natividad de María,Carretera Nacional 120 NA,32340.0,Vilamartín de Valdeorras,988 33 68 02,56.0,www.fundacionvaldegodos.com/centros/residencia-natividad-de-maria,42.408353000000005,-7.071517999999999,4-04-20 00:14:44,Ourense,POINT (-7.071517999999999 42.40835300000001)
3454,Privada sin fin de lucro,Santa Mariña de Augas Santas,Carretera de Santa Mariña Km. 3,32668.0,Allariz,988 44 00 10,21.0,www.fundacionsanrosendo.es/residencia-santa-marina-aguas-santas,42.2167,-7.7923100000000005,20-02-20 00:14:44,Ourense,POINT (-7.792310000000001 42.2167)
3455,Privada,Residencia Los Olivos,Carretera A Peroxa 8 - Mirallos,32150.0,Peroxa (A),988 20 58 10,80.0,,42.444623,-7.792719,14-07-20 00:14:44,Ourense,POINT (-7.792719 42.444623)
3456,Privada,Vivienda comunitaria Xeitos,"Rambla Xosé Fernández Oxea 7 - pl. 5ª, A-C",32005.0,Ourense,988 24 55 51,9.0,,42.331105,-7.863227999999999,9-03-20 00:14:44,Ourense,POINT (-7.863227999999999 42.331105)
3457,Pública local,Residencia y Vivienda comunitaria Alvetus,Carretera de O Sifón 15,32435.0,Avión,988 48 65 28,32.0,,42.377056,-8.259385,3-04-20 00:14:44,Ourense,POINT (-8.259385 42.377056)
3458,Privada sin fin de lucro,Fogar Santa María,Avenida de Laza 198,32600.0,Verín,988 41 06 22,150.0,,41.9544,-7.42865,20-02-20 00:14:44,Ourense,POINT (-7.42865 41.9544)
3459,Privada sin fin de lucro,Residencia Miño,Calle Cardenal Quiroga 21 - 1º,32003.0,Ourense,988 23 20 05,29.0,www.fundacionsanrosendo.es/residencia-mino,42.338190999999995,-7.864319,12-04-20 00:14:44,Ourense,POINT (-7.864319 42.33819099999999)
3460,Pública autonómica,Residencia de Carballiño para personas con dependencia,Calle Diputación 2,32500.0,Carballiño (O),988 27 04 18,25.0,,42.4373,-8.08212,29-03-20 00:14:44,Ourense,POINT (-8.08212 42.4373)
3461,Privada sin fin de lucro,Residencia Os Gozos,Calle Penedo 21 - B,32792.0,Pereiro de Aguiar (O),988 51 94 01,180.0,www.fundacionsanrosendo.es/residencia-gozos,42.34926,-7.8068,12-04-20 00:14:44,Ourense,POINT (-7.8068 42.34926)
3462,Privada,Residencia O Lecer dos Avoiños,Carretera Vilarchao 4,32152.0,Coles,988 20 44 07,21.0,,42.407012,-7.846228999999999,20-03-20 00:14:44,Ourense,POINT (-7.846228999999999 42.407012)
3463,Privada sin fin de lucro,Residencia San José,Rúa da Estrada Vella 14,32005.0,Ourense,988 22 13 30,225.0,,42.322474,-7.847664,22-09-20 00:14:44,Ourense,POINT (-7.847664 42.322474)
3464,Privada sin fin de lucro,Residencia Nuestra Señora de Villanueva,Plaza de Eiro 1,32660.0,Allariz,988 44 01 40,26.0,www.fundacionsanrosendo.es/residencia-nuestra-senora-villanueva,42.188537,-7.801321000000001,8-04-20 00:14:44,Ourense,POINT (-7.801321000000001 42.188537)
3465,Privada sin fin de lucro,Residencia Nuestra Señora de las Nieves,Camino Pombal s/n,32700.0,Maceda,988 46 31 83,56.0,www.fundacionsanrosendo.es/residencia-nuestra-senora-nieves,42.274626,-7.651288,12-04-20 00:14:44,Ourense,POINT (-7.651288 42.274626)
3466,Privada,Fogar y Vivienda comunitaria Sampedro,NA A Corredoira s/n,32830.0,Merca (A),988 26 07 97,28.0,,42.220003000000005,-7.888644,18-01-20 00:14:44,Ourense,POINT (-7.888644 42.22000300000001)
3467,Privada sin fin de lucro,Residencia Virgen Blanca,Calle Gaspar Acebo y Zúñiga 1,32005.0,Ourense,988 24 28 00,58.0,www.fundacionsanrosendo.es/residencia-virgen-blanca,42.323914,-7.866092999999999,12-04-20 00:14:44,Ourense,POINT (-7.866092999999999 42.323914)
